Sorted by duration_sec DESC (then size_bytes DESC)
name	duration_hms	duration_sec	size_mb	size_bytes	path	indexed_in_db
4 The police have surrounded what looks like a church.mp3	00:15:00	900.206	14.280	14973227	contacts/other-world/past/4/4 The police have surrounded what looks like a church.mp3	yes
1 You stand in Times Square, New York.mp3	00:15:00	900.023	13.734	14401338	contacts/other-world/future/1/1 You stand in Times Square, New York.mp3	yes
3 Large beetle-like creatures.mp3	00:15:00	900.023	13.734	14401338	contacts/other-world/future/3/3 Large beetle-like creatures.mp3	yes
🎧 Dark cave ambience sound sounds on high quality white noise ASMR black screen dark screen [ ezmp3.cc ].mp3	00:15:00	900.023	13.734	14401338	contacts/other-world/underworld/🎧 Dark cave ambience sound sounds on high quality white noise ASMR black screen dark screen [ ezmp3.cc ].mp3	yes
Rachmaninov： Trio élégiaque in G Minor, № 1..mp3	00:14:57	896.967	14.349	15046388	special/characters/trish-scarborough/Rachmaninov： Trio élégiaque in G Minor, № 1..mp3	yes
H. P. Lovecraft Jazz [1920's Ambience] Cthulhu Mythos and the Old Ones.mp3	00:14:56	896.340	13.678	14342927	action-muted/H. P. Lovecraft Jazz [1920's Ambience] Cthulhu Mythos and the Old Ones.mp3	yes
Psyclopean - Lost Carcosa - 2.mp3	00:14:30	870.008	14.168	14855815	contacts/other-world/carcosa/Psyclopean - Lost Carcosa - 2.mp3	yes
Psyclopean - Lost Carcosa - 3.mp3	00:13:30	810.005	13.252	13895763	contacts/other-world/carcosa/Psyclopean - Lost Carcosa - 3.mp3	yes
Pastorale in F Major, BWV 590.mp3	00:13:00	779.938	12.393	12995389	special/characters/sister-mary/Pastorale in F Major, BWV 590.mp3	yes
Herbert West： Reanimator Original Soundtrack (HP Lovecraft).mp3	00:11:41	701.127	10.878	11405949	mythos/Herbert West： Reanimator Original Soundtrack (HP Lovecraft).mp3	yes
The Dreamlands.mp3	00:11:04	664.477	10.418	10924468	contacts/other-world/dreamlands/The Dreamlands.mp3	yes
Richard Wagner - ＂Tristan und Isolde＂, Prelude.mp3	00:10:59	658.651	10.575	11089008	special/characters/lola-hayes/Richard Wagner - ＂Tristan und Isolde＂, Prelude.mp3	yes
Prelude & Fugue in E-Flat Major, BWV 552： I. Prelude.mp3	00:10:53	652.539	10.471	10980081	special/characters/sister-mary/Prelude & Fugue in E-Flat Major, BWV 552： I. Prelude.mp3	yes
Claude Debussy, Prélude à l'Après-midi d'un faune.mp3	00:10:50	650.088	9.920	10402220	special/characters/agatha-crane/Claude Debussy, Prélude à l'Après-midi d'un faune.mp3	yes
Psyclopean - Lost Carcosa - 1.mp3	00:10:00	600.059	10.049	10536625	contacts/other-world/carcosa/Psyclopean - Lost Carcosa - 1.mp3	yes
Dreams in the Witch House ¦ HP Lovecraft Horror Music.mp3	00:09:56	595.592	9.942	10425342	mythos/Dreams in the Witch House ¦ HP Lovecraft Horror Music.mp3	yes
Yuggoth： 4.mp3	00:09:55	595.017	12.420	13023473	contacts/other-world/yuggoth/Yuggoth： 4.mp3	yes
Psyclopean - Lost Carcosa - 6.mp3	00:09:53	592.771	9.937	10420014	contacts/other-world/carcosa/Psyclopean - Lost Carcosa - 6.mp3	yes
Dune Sketchbook Soundtrack ｜ Shai-hulud - Hans Zimmer ｜ WaterTower.mp3	00:09:48	587.834	9.466	9925962	ancient/shudde-mell/Dune Sketchbook Soundtrack ｜ Shai-hulud - Hans Zimmer ｜ WaterTower.mp3	yes
Mozart_Violin_Concerto_No_5_in_A_Major,_K_219_I_Allegro_aperto_Anne.mp3	00:09:43	582.720	8.892	9323564	special/victory/Mozart_Violin_Concerto_No_5_in_A_Major,_K_219_I_Allegro_aperto_Anne.mp3	yes
Whiplash Soundtrack 06 - Caravan - Eloquence Music (128k).mp3	00:09:20	560.118	8.547	8962017	special/victory/Whiplash Soundtrack 06 - Caravan - Eloquence Music (128k).mp3	yes
6 PLATEAU OF LENG --- Psyclopean - The Men Of Leng (dark ambientatmosphericLovecraftmythosexperimentaldrone)2018.mp3	00:09:05	545.149	12.478	13083722	contacts/antarctica/plateau-of-leng/6 PLATEAU OF LENG --- Psyclopean - The Men Of Leng (dark ambientatmosphericLovecraftmythosexperimentaldrone)2018.mp3	yes
The End For A New Beginning ｜ by Emil Nilsson (Epic Music World).mp3	00:08:57	537.130	8.204	8602186	special/death-health/The End For A New Beginning ｜ by Emil Nilsson (Epic Music World).mp3	yes
Psyclopean - Lost Carcosa - 4.mp3	00:08:55	535.014	9.056	9495907	contacts/other-world/carcosa/Psyclopean - Lost Carcosa - 4.mp3	yes
MW2 soundtrack ＂Enemy of my enemy is my friend＂.mp3	00:08:52	532.323	8.363	8768734	special/death-health/MW2 soundtrack ＂Enemy of my enemy is my friend＂.mp3	yes
Beethoven - Coriolan Overture (Karajan & Berliner Philharmoniker).mp3	00:08:34	514.247	7.948	8334494	special/death-health/Beethoven - Coriolan Overture (Karajan & Berliner Philharmoniker).mp3	yes
Chinese Guqin  ： Flowing water Guqin 流水 古琴曲.mp3	00:08:00	480.052	8.194	8591656	contacts/big-city/shanghai/Chinese Guqin  ： Flowing water Guqin 流水 古琴曲.mp3	yes
Devil's Reef： H.P. Lovecraft Orchestral Horror Music.mp3	00:07:37	456.699	6.970	7309001	mythos/Devil's Reef： H.P. Lovecraft Orchestral Horror Music.mp3	yes
Ennio Morricone - L'Ultima Diligenza di Red Rock (Versione Integrale).mp3	00:07:32	452.016	6.899	7234507	special/characters/tony-morgan/Ennio Morricone - L'Ultima Diligenza di Red Rock (Versione Integrale).mp3	yes
Nikriz Sirto (Tanburi Cemil Bey).mp3	00:07:29	448.549	7.339	7695260	contacts/big-city/istanbul/Nikriz Sirto (Tanburi Cemil Bey).mp3	yes
Dark Piano - Dementia.mp3	00:07:24	443.507	6.999	7339193	special/death-sanity/Dark Piano - Dementia.mp3	yes
Bach Brandenburg Concerto No  4 in G major, BWV 1049 mvt1 Allegro D°,Karl Richter.mp3	00:07:23	443.141	7.195	7544979	special/characters/sister-mary/Bach Brandenburg Concerto No  4 in G major, BWV 1049 mvt1 Allegro D°,Karl Richter.mp3	yes
Yog Sothoth.mp3	00:07:22	441.992	7.307	7661647	ancient/yog-sothoth/Yog Sothoth.mp3	yes
𝐉𝐨𝐤𝐞𝐫'𝐬 𝐒𝐨𝐧𝐚𝐭𝐚 - Deep Dark Piano - Villain Music.mp3	00:07:20	439.928	6.715	7041325	special/death-sanity/𝐉𝐨𝐤𝐞𝐫'𝐬 𝐒𝐨𝐧𝐚𝐭𝐚 - Deep Dark Piano - Villain Music.mp3	yes
Vintage Japanese Music - Sangai-bushi⧸Sado Okesa by Katsutaro Kouta 1938.mp3	00:07:13	433.136	6.827	7158827	contacts/big-city/tokyo/Vintage Japanese Music - Sangai-bushi⧸Sado Okesa by Katsutaro Kouta 1938.mp3	yes
Camille Saint-Saëns - Danse Macabre.mp3	00:07:10	429.845	9.862	10341052	special/characters/diana-stanley/Camille Saint-Saëns - Danse Macabre.mp3	yes
Levon Minassian ⧸ They Have Taken The One I Love⧸Lyrics.mp3	00:07:08	427.677	7.383	7741619	contacts/defeated/sanity/Levon Minassian ⧸ They Have Taken The One I Love⧸Lyrics.mp3	yes
Plateau of Leng.mp3	00:07:06	426.214	6.817	7147989	contacts/other-world/leng/Plateau of Leng.mp3	yes
6 PLATEAU OF LENG --- Plateau of Leng.mp3	00:07:06	426.214	6.817	7147780	contacts/antarctica/plateau-of-leng/6 PLATEAU OF LENG --- Plateau of Leng.mp3	yes
Epic⧸Intense D&D Battle Music - D&D Boss Fight - Towering Death.mp3	00:06:48	407.693	6.854	7187366	special/awakening/Epic⧸Intense D&D Battle Music - D&D Boss Fight - Towering Death.mp3	yes
The Necronomicon HP Lovecraft Orchestral Horror Music.mp3	00:06:38	398.446	7.304	7658541	mythos/The Necronomicon HP Lovecraft Orchestral Horror Music.mp3	yes
Sad Epic Emotional Music - Farewell Life.mp3	00:06:38	398.002	6.558	6876254	contacts/defeated/sanity/Sad Epic Emotional Music - Farewell Life.mp3	yes
The Shadow Out of Time ¦ HP Lovecraft Orchestral Horror Music.mp3	00:06:37	397.272	6.689	7014163	contacts/other-world/great-race/The Shadow Out of Time ¦ HP Lovecraft Orchestral Horror Music.mp3	yes
Chinese Empire⧸Qing Dynasty (1636-1912) Anthem ＂Cup of Solid Gold＂ Medley (1911)-[AudioTrimmer.com].mp3	00:06:23	382.537	5.840	6123911	special/characters/lily-chen/Chinese Empire⧸Qing Dynasty (1636-1912) Anthem ＂Cup of Solid Gold＂ Medley (1911)-[AudioTrimmer.com].mp3	yes
Nocturne in B Flat Minor, Op. 9 No. 1： ＂A Madame Camille Pleyel＂.mp3	00:06:22	382.276	6.399	6709610	special/characters/jacqueline-fine/Nocturne in B Flat Minor, Op. 9 No. 1： ＂A Madame Camille Pleyel＂.mp3	yes
6 PLATEAU OF LENG --- 01. Item Caligo - Plateau of Leng.mp3	00:06:20	380.134	6.533	6850151	contacts/antarctica/plateau-of-leng/6 PLATEAU OF LENG --- 01. Item Caligo - Plateau of Leng.mp3	yes
01. Item Caligo - Plateau of Leng.mp3	00:06:20	380.134	6.533	6850151	contacts/other-world/leng/01. Item Caligo - Plateau of Leng.mp3	yes
Ancient Aztec and Mayan traditional music by Ricardo Tlalli Lozano. Song_ Tikal.mp3	00:06:18	378.175	5.890	6176013	contacts/general/city/space-7/Ancient Aztec and Mayan traditional music by Ricardo Tlalli Lozano. Song_ Tikal.mp3	yes
Yog-Sothoth.mp3	00:06:13	372.898	6.652	6974790	ancient/yog-sothoth/Yog-Sothoth.mp3	yes
Turkish Ottoman Music Klasik Kemençe Taksim + Semai in Makam Neva.mp3	00:06:11	370.704	6.643	6966197	contacts/big-city/istanbul/Turkish Ottoman Music Klasik Kemençe Taksim + Semai in Makam Neva.mp3	yes
Nyarlathotep.mp3	00:06:07	367.125	6.564	6882424	ancient/nyarlathotep/Nyarlathotep.mp3	yes
The Rats in the Walls ¦ HP Lovecraft Horror Music.mp3	00:06:03	362.580	6.936	7272879	mythos/The Rats in the Walls ¦ HP Lovecraft Horror Music.mp3	yes
Turkish Ottoman Music Oud Taksim + Şarki in Makam Uşşak.mp3	00:05:56	355.709	7.185	7533592	contacts/big-city/istanbul/Turkish Ottoman Music Oud Taksim + Şarki in Makam Uşşak.mp3	yes
Yuggoth： 3.mp3	00:05:55	355.004	7.842	8223212	contacts/other-world/yuggoth/Yuggoth： 3.mp3	yes
＂Rolling Walnuts＂ (traditional Chinese)-[AudioTrimmer.com].mp3	00:05:50	350.328	5.349	5608477	special/characters/lily-chen/＂Rolling Walnuts＂ (traditional Chinese)-[AudioTrimmer.com].mp3	yes
Dimitri Kantemiroğlu - Hüseynî Peşrev (Alla Turca Kollektif).mp3	00:05:49	349.074	5.754	6033909	contacts/big-city/istanbul/Dimitri Kantemiroğlu - Hüseynî Peşrev (Alla Turca Kollektif).mp3	yes
Johann Strauss II - Frühlingsstimmen op. 410.mp3	00:05:48	347.873	5.883	6168531	special/victory/Johann Strauss II - Frühlingsstimmen op. 410.mp3	yes
Music for a Brutal Betrayal - To The Gallows.mp3	00:05:46	346.331	5.393	5654861	special/death-health/Music for a Brutal Betrayal - To The Gallows.mp3	yes
WHEN ALL HOPE IS LOST - ＂The Nuclear War＂ by Sigurd Jøhnk-Jensen.mp3	00:05:35	334.785	5.491	5758148	special/defeat/WHEN ALL HOPE IS LOST - ＂The Nuclear War＂ by Sigurd Jøhnk-Jensen.mp3	yes
De Vermis Mysteriis： Cthulhu Mythos Orchestral Horror Music.mp3	00:05:32	332.016	6.059	6353432	mythos/De Vermis Mysteriis： Cthulhu Mythos Orchestral Horror Music.mp3	yes
Again and Again by Benny Carter.mp3	00:05:29	328.934	5.128	5376655	special/characters/roland-banks/Again and Again by Benny Carter.mp3	yes
Dark & Moody Spanish Guitar Music.mp3	00:05:29	328.673	5.240	5494901	contacts/big-city/buenos-aires/Dark & Moody Spanish Guitar Music.mp3	yes
Unaussprechlichen Kulten： Cthulhu Mythos Orchestral Horror Music.mp3	00:05:19	319.478	5.887	6173407	mythos/Unaussprechlichen Kulten： Cthulhu Mythos Orchestral Horror Music.mp3	yes
Air on the G String (Suite No. 3, BWV 1068) J. S. Bach, original instruments.mp3	00:05:19	319.321	6.385	6694925	special/characters/mandy-thompson/Air on the G String (Suite No. 3, BWV 1068) J. S. Bach, original instruments.mp3	yes
Ithaqua the Wind-Walker.mp3	00:05:16	316.029	5.310	5568356	ancient/ithaqua/Ithaqua the Wind-Walker.mp3	yes
＂TELL ME HOW HE DIED＂ by Dan Thiessen • Epic Music World ｜ World's Most Emotional Music.mp3	00:05:12	312.111	4.771	5002938	special/death-health/＂TELL ME HOW HE DIED＂ by Dan Thiessen • Epic Music World ｜ World's Most Emotional Music.mp3	yes
＂TELL ME HOW HE DIED＂ by Dan Thiessen • Epic Music World ｜ World's Most Emotional Music.m4a	00:05:12	312.100	4.822	5056455	contacts/defeated/health/＂TELL ME HOW HE DIED＂ by Dan Thiessen • Epic Music World ｜ World's Most Emotional Music.m4a	yes
Sad Dramatic Emotional Epic Music - My Spirit Is Free [Royalty Free].mp3	00:05:11	311.014	5.410	5672334	special/death-sanity/Sad Dramatic Emotional Epic Music - My Spirit Is Free [Royalty Free].mp3	yes
The Prestige Score - The Price Of A Good Trick.mp3	00:05:07	307.331	7.034	7376071	special/characters/dexter-drake/The Prestige Score - The Price Of A Good Trick.mp3	yes
Musique Ottomane Osmanli musik Ottoman Turkish Music from 17th century (XVII ème siècle).mp3	00:05:04	304.353	4.864	5100393	contacts/big-city/istanbul/Musique Ottomane Osmanli musik Ottoman Turkish Music from 17th century (XVII ème siècle).mp3	yes
5 wading through the endless river of time.mp3	00:04:54	294.165	4.831	5066047	contacts/other-world/future/5/5 wading through the endless river of time.mp3	yes
Yuggoth： 2.mp3	00:04:50	290.011	6.603	6923359	contacts/other-world/yuggoth/Yuggoth： 2.mp3	yes
Dark Music - The Master Of Death ｜ Immortality.mp3	00:04:49	289.097	4.986	5228335	special/death-health/Dark Music - The Master Of Death ｜ Immortality.mp3	yes
The Elder Scrolls V Dragonborn OST   Apocrypha 02.mp3	00:04:49	288.679	5.380	5641438	contacts/other-world/celaeno/The Elder Scrolls V Dragonborn OST   Apocrypha 02.mp3	yes
Traditional Ottoman - Warrior's March.mp3	00:04:44	284.395	4.819	5053289	contacts/big-city/istanbul/Traditional Ottoman - Warrior's March.mp3	yes
Yibo Labo (These Are the Guys).mp3	00:04:39	279.354	3.947	4138903	contacts/general/city/space-15/Yibo Labo (These Are the Guys).mp3	yes
The Haunter of the Dark ¦ HP Lovecraft Horror Music.mp3	00:04:38	278.047	4.937	5177088	mythos/The Haunter of the Dark ¦ HP Lovecraft Horror Music.mp3	yes
Nocturne in E Minor, Op. 72 No. 1, Op. Posthume.mp3	00:04:38	277.525	4.800	5033543	special/characters/jacqueline-fine/Nocturne in E Minor, Op. 72 No. 1, Op. Posthume.mp3	yes
Penguin Cafe Orchestra - Perpetuum Mobile.mp3	00:04:36	276.312	4.217	4421804	special/characters/amanda-sharpe/Penguin Cafe Orchestra - Perpetuum Mobile.mp3	yes
Dark Piano - Silence.mp3	00:04:34	273.554	5.025	5269303	special/death-sanity/Dark Piano - Silence.mp3	yes
17th Century Ottoman Classical Music  ｜ Nikriz Peşrev.mp3	00:04:32	272.091	4.893	5131145	contacts/big-city/istanbul/17th Century Ottoman Classical Music  ｜ Nikriz Peşrev.mp3	yes
Memory of music - folk instrument videos (part 4) - kantelar (128k)-[AudioTrimmer.com].mp3	00:04:32	271.569	4.145	4346076	contacts/general/city/space-14/Memory of music - folk instrument videos (part 4) - kantelar (128k)-[AudioTrimmer.com].mp3	yes
Lightnin' Hopkins - Woke Up This Morning.mp3	00:04:31	270.816	4.133	4334087	special/characters/wilson-richards/Lightnin' Hopkins - Woke Up This Morning.mp3	yes
Ottoman-Turkish Music, Derya Türkan - Nikriz Peşrev.mp3	00:04:30	270.211	4.699	4927578	contacts/big-city/istanbul/Ottoman-Turkish Music, Derya Türkan - Nikriz Peşrev.mp3	yes
Dark Piano Music - Insanity (Original Composition).mp3	00:04:29	269.009	4.449	4664941	special/death-sanity/Dark Piano Music - Insanity (Original Composition).mp3	yes
＂THERE WILL BE GENERATIONS BECAUSE OF YOU＂ by Dan Thiessen • World's Most Emotional Music.mp3	00:04:28	268.069	4.098	4297037	special/death-sanity/＂THERE WILL BE GENERATIONS BECAUSE OF YOU＂ by Dan Thiessen • World's Most Emotional Music.mp3	yes
Sergei Rachmaninoff： Schubert⧸Liszt, Ständchen (Serenade).mp3	00:04:27	267.102	4.257	4463453	special/characters/minh-thi-phan/Sergei Rachmaninoff： Schubert⧸Liszt, Ständchen (Serenade).mp3	yes
If You Need The Most Epic Dark Boss Theme, Check This • ＂CTHULHU AWAKENS＂ by Apollon de Moura.mp3	00:04:27	266.527	4.535	4754823	special/awakening/If You Need The Most Epic Dark Boss Theme, Check This • ＂CTHULHU AWAKENS＂ by Apollon de Moura.mp3	yes
＂WHO WILL HELP ME CARRY HIM＂ by Dan Thiessen • World's Most Emotional Music.mp3	00:04:25	265.273	4.055	4251457	special/death-health/＂WHO WILL HELP ME CARRY HIM＂ by Dan Thiessen • World's Most Emotional Music.mp3	yes
The Colour Out of Space HP Lovecraft Orchestra Horror Music.mp3	00:04:21	261.460	5.078	5324471	mythos/The Colour Out of Space HP Lovecraft Orchestra Horror Music.mp3	yes
Yuggoth： 1.mp3	00:04:20	260.023	6.031	6323588	contacts/other-world/yuggoth/Yuggoth： 1.mp3	yes
Liebesträume, S. 541： No. 3 in A-Flat Major ＂O lieb so lang' Du lieben kannst＂.mp3	00:04:20	259.997	3.969	4161873	special/characters/kate-winthrop/Liebesträume, S. 541： No. 3 in A-Flat Major ＂O lieb so lang' Du lieben kannst＂.mp3	yes
12 METEROR SHOWER (SERIO).mp3	00:04:18	258.482	5.953	6242301	special/disaster/location/meteor-showers/12 METEROR SHOWER (SERIO).mp3	yes
Gladiator • Now We Are Free.mp3	00:04:18	258.429	3.944	4135843	special/victory/Gladiator • Now We Are Free.mp3	yes
4 imprisoned in a compound with hundreds of plague victims.mp3	00:04:18	258.194	4.333	4543240	contacts/other-world/future/4/4 imprisoned in a compound with hundreds of plague victims.mp3	yes
Cavatina (Theme from ＂The Deer Hunter＂).mp3	00:04:18	257.567	4.661	4887164	special/death-sanity/Cavatina (Theme from ＂The Deer Hunter＂).mp3	yes
Memory of music - folk instrument videos (part 3) - kantelar (128k)-[AudioTrimmer.com].mp3	00:04:12	252.264	3.850	4037205	contacts/general/city/space-14/Memory of music - folk instrument videos (part 3) - kantelar (128k)-[AudioTrimmer.com].mp3	yes
CHOPIN - Nocturne No. 20 in C Sharp Minor, Op. Posthume 1830 - François Chaplin.mp3	00:04:12	251.794	4.166	4368839	special/characters/jacqueline-fine/CHOPIN - Nocturne No. 20 in C Sharp Minor, Op. Posthume 1830 - François Chaplin.mp3	yes
EPIC DARK BATTLE MUSIC ｜ by @RokNardin.mp3	00:04:11	250.749	4.378	4590268	combat-epic/EPIC DARK BATTLE MUSIC ｜ by @RokNardin.mp3	yes
YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_a4x5LTUyDVI_005_128k-[AudioTrimmer.com].mp3	00:04:10	249.522	4.242	4448242	contacts/general/city/space-14/YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_a4x5LTUyDVI_005_128k-[AudioTrimmer.com].mp3	yes
Memory of music - folk instrument videos (part 8) - kantelar (128k)-[AudioTrimmer.com].mp3	00:04:07	247.458	3.777	3960300	contacts/general/city/space-14/Memory of music - folk instrument videos (part 8) - kantelar (128k)-[AudioTrimmer.com].mp3	yes
6 filled with wizards and the worship of blasphemous gods.mp3	00:04:07	246.779	4.189	4392083	contacts/other-world/future/6/6 filled with wizards and the worship of blasphemous gods.mp3	yes
Dark & Mysterious Spanish Guitar Music： MISTERIO - Al Marconi.mp3	00:04:06	245.603	4.545	4765890	contacts/big-city/buenos-aires/Dark & Mysterious Spanish Guitar Music： MISTERIO - Al Marconi.mp3	yes
Last Goodbye (Sad Piano) - Michael Ortega.mp3	00:04:05	244.898	4.472	4689278	contacts/defeated/sanity/Last Goodbye (Sad Piano) - Michael Ortega.mp3	yes
Eine_kleine_Nachtmusik,_K_525_IV_Rondo_Allegro_Mozart,_Wolfgang.mp3	00:04:05	244.898	3.738	3919340	special/victory/Eine_kleine_Nachtmusik,_K_525_IV_Rondo_Allegro_Mozart,_Wolfgang.mp3	yes
Haendel - Sarabande.mp3	00:04:04	243.749	4.155	4357276	special/death-health/Haendel - Sarabande.mp3	yes
Memory of music - folk instrument videos (part 2) - kantelar (128k)-[AudioTrimmer.com].mp3	00:04:03	242.521	3.702	3881306	contacts/general/city/space-14/Memory of music - folk instrument videos (part 2) - kantelar (128k)-[AudioTrimmer.com].mp3	yes
Händel Messiah - Hallelujah Chorus.mp3	00:04:01	241.189	5.540	5808796	special/characters/father-mateo/Händel Messiah - Hallelujah Chorus.mp3	yes
Ralpi - The Last Battle (Sad Emotional).mp3	00:04:00	240.118	4.705	4933738	special/death-health/Ralpi - The Last Battle (Sad Emotional).mp3	yes
Ralpi - The Last Battle (Sad Emotional).m4a	00:04:00	240.118	3.707	3886701	contacts/defeated/health/Ralpi - The Last Battle (Sad Emotional).m4a	yes
John Williams - Marion's Theme (Official Audio) ｜ Indiana Jones - Raiders of the Lost Ark.mp3	00:04:00	239.830	3.668	3845754	special/characters/ursula-downs/John Williams - Marion's Theme (Official Audio) ｜ Indiana Jones - Raiders of the Lost Ark.mp3	yes
The Elder Scrolls V Dragonborn OST - Apocrypha 01.mp3	00:03:59	239.073	4.622	4846765	contacts/other-world/celaeno/The Elder Scrolls V Dragonborn OST - Apocrypha 01.mp3	yes
Lightnin' hopkins - Bring me my shotgun.mp3	00:03:58	238.158	3.637	3813248	special/characters/wilson-richards/Lightnin' hopkins - Bring me my shotgun.mp3	yes
Метель： No. 2, Вальс.mp3	00:03:56	236.487	4.054	4251401	special/characters/wendy-adams/Метель： No. 2, Вальс.mp3	yes
Debussy plays Debussy ｜ Clair de Lune (1913).mp3	00:03:50	230.087	3.445	3612250	special/characters/luke-robinson/Debussy plays Debussy ｜ Clair de Lune (1913).mp3	yes
Memory of music - folk instrument videos (part 7) - kantelar (128k)-[AudioTrimmer.com].mp3	00:03:49	228.780	3.492	3661460	contacts/general/city/space-14/Memory of music - folk instrument videos (part 7) - kantelar (128k)-[AudioTrimmer.com].mp3	yes
Everything Ends Here.mp3	00:03:45	225.019	3.767	3949708	special/death-health/Everything Ends Here.mp3	yes
7 You discover an era of technological marvels.mp3	00:03:43	223.425	4.349	4560619	contacts/other-world/future/7/7 You discover an era of technological marvels.mp3	yes
The Music of Erich Zann ¦ HP Lovecraft Horror Music.mp3	00:03:42	222.093	4.318	4527831	mythos/The Music of Erich Zann ¦ HP Lovecraft Horror Music.mp3	yes
One_Flew_Over_The_Cuckoo's_Nest_Closing_from_One_Flew_Over_The_Cuckoo's.mp3	00:03:37	217.051	4.969	5210625	special/characters/jack-waters/One_Flew_Over_The_Cuckoo's_Nest_Closing_from_One_Flew_Over_The_Cuckoo's.mp3	yes
Le_nozze_di_Figaro,_K_492,_Act_4_Scene_14_Gente,_gente,_all'armi.mp3	00:03:34	214.248	3.270	3428780	special/victory/Le_nozze_di_Figaro,_K_492,_Act_4_Scene_14_Gente,_gente,_all'armi.mp3	yes
Georgi Sviridov - Time, forward.mp3	00:03:34	214.073	4.011	4205969	special/characters/rita-young/Georgi Sviridov - Time, forward.mp3	yes
Relaxing Arabian Music - A Red Sun Sets.mp3	00:03:34	213.682	3.837	4023753	contacts/defeated/health/Relaxing Arabian Music - A Red Sun Sets.mp3	yes
Relaxing Arabian Music - A Red Sun Sets.mp3	00:03:34	213.682	3.837	4023753	special/death-health/Relaxing Arabian Music - A Red Sun Sets.mp3	yes
YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_pFx-gJQvu6c_005_128k-[AudioTrimmer.com].mp3	00:03:32	212.349	3.506	3676500	contacts/general/city/space-14/YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_pFx-gJQvu6c_005_128k-[AudioTrimmer.com].mp3	yes
Epic Battle Music： ＂Armageddon＂ — Alibi Music.m4a	00:03:32	211.581	3.267	3426114	special/awakening/Epic Battle Music： ＂Armageddon＂ — Alibi Music.m4a	yes
С.С.Прокофьев. ＂Монтекки и Капулетти＂. №1  из Второй орке.mp3	00:03:31	210.651	3.460	3627914	special/characters/mark-harrigan/С.С.Прокофьев. ＂Монтекки и Капулетти＂. №1  из Второй орке.mp3	yes
Johannes Brahms -- Hungarian Dance No.5 - Hungarian Symphony Orchestra Budapest [ ezmp3.cc ].mp3	00:03:30	210.024	3.206	3361364	special/characters/norman-withers/Johannes Brahms -- Hungarian Dance No.5 - Hungarian Symphony Orchestra Budapest [ ezmp3.cc ].mp3	yes
Prince's Band - The Star Spangled Banner (1916).mp3	00:03:30	209.607	3.675	3853335	special/characters/charlie-kane/Prince's Band - The Star Spangled Banner (1916).mp3	yes
Memory of music - folk instrument videos (part 12) - kantelar (128k)-[AudioTrimmer.com].mp3	00:03:27	207.360	3.165	3318733	contacts/general/city/space-14/Memory of music - folk instrument videos (part 12) - kantelar (128k)-[AudioTrimmer.com].mp3	yes
8 TOKYO.mp3	00:03:27	206.890	4.621	4845509	special/disaster/city/tokyo/8 TOKYO.mp3	yes
Antonio Vivaldi ~ Winter (December) I ~ Allegro non molto.mp3	00:03:25	204.774	4.687	4914710	special/characters/george-barnaby/Antonio Vivaldi ~ Winter (December) I ~ Allegro non molto.mp3	yes
1928 HITS ARCHIVE_ Blue Yodel (T for Texas) - Jimmie Rodgers.mp3	00:03:24	204.043	1.667	1748030	contacts/general/city/space-6/1928 HITS ARCHIVE_ Blue Yodel (T for Texas) - Jimmie Rodgers.mp3	yes
Billie Holiday   Strange Fruit 1939.mp3	00:03:22	201.587	3.669	3847734	special/characters/marie-lambeau/Billie Holiday   Strange Fruit 1939.mp3	yes
3 Through the shifting sands of the desert.mp3	00:03:21	200.620	3.610	3785592	contacts/other-world/past/3/3 Through the shifting sands of the desert.mp3	yes
Peggy Lee ＂Why Don't You Do Right＂.mp3	00:03:19	199.288	3.042	3189884	special/characters/tommy-muldoon/Peggy Lee ＂Why Don't You Do Right＂.mp3	yes
25. 9m1B Indie's Feats (Raiders of the Lost Ark Complete Score).mp3	00:03:19	198.949	3.039	3186890	special/characters/leo-anderson/25. 9m1B Indie's Feats (Raiders of the Lost Ark Complete Score).mp3	yes
YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_tyAi1pRRjDY_005_128k-[AudioTrimmer.com].mp3	00:03:19	198.844	5.625	5898312	contacts/general/city/space-14/YTDown_YouTube_Memory-of-music-folk-instrument-videos-p_Media_tyAi1pRRjDY_005_128k-[AudioTrimmer.com].mp3	yes
Bessie Smith-Aggravatin Papa.mp3	00:03:18	198.478	4.543	4763617	special/characters/daniela-reyes/Bessie Smith-Aggravatin Papa.mp3	yes
Sonny Boy - Al Jolson (1928).mp3	00:03:18	198.087	3.202	3357589	special/characters/carson-sinclair/Sonny Boy - Al Jolson (1928).mp3	yes
Andrea Vanzo - Amélie - Comptine d’un autre été, l’après-midi (Reimagined) - (Official Video).mp3	00:03:16	195.709	4.541	4761295	special/characters/daisy-walker/Andrea Vanzo - Amélie - Comptine d’un autre été, l’après-midi (Reimagined) - (Official Video).mp3	yes
Dead Space soundtrack - The Leviathan.mp3	00:03:16	195.631	3.132	3284216	combat/Dead Space soundtrack - The Leviathan.mp3	yes
The Ancient Book - Music by Navid Hejazi.mp3	00:03:15	194.795	3.316	3477392	mythos/The Ancient Book - Music by Navid Hejazi.mp3	yes
